Title,Cleaned_Description
Urban Nightmare,이것은 도시에서 길을 잃은 것을 발견하는 무료로 운영되는 Parkour 전문가 인 인디 스튜어트에서 찾은 영상 스타일 게임입니다. 탈출구를 찾으려고 노력하면 다른 구석 주위에 매우 혼란스러운 몸 공포가 있습니다. 무료 달리기에 대한 지식을 사용하면이 도시의 악몽에서 벗어날 수 있기를 바랍니다. 각 레벨에서 얼마나 빨리 만들 수 있습니까? 마우스 및 키보드 WASD를 재생하는 방법 - 마우스 이동 - 왼쪽 제어를 둘러보세요 - 크라우치/슬라이드 스페이스 바 - 점프 컨트롤러 왼쪽 스틱 - 오른쪽 스틱 이동 - 왼쪽 트리거 주변 - 크라우치/슬라이드 오른쪽 트리거 - 점프
Magitech Requiem,"Magitech Requiem은 클래식 아케이드 슈터의 현대 진화입니다. 레벨링, 특전 및 Magitech를 통해 캐릭터를 구축하십시오. 팔을 들고 혼자 또는 최대 두 명의 친구와 함께 창조의 세력과 싸우십시오. 대체 역사에서 지식은 198x의 연금술 실무자들에 의해 Quintessence로 알려진 놀라운 힘을 발견했습니다. 본수가 발견 된 직후, 'Magitech'라는 새로운 기술이 산업, 과학 및 의료 산업에서 사용하기 위해 개발되었습니다. 그러나 Magitech가 잠재력을 최대한 발휘하기 전에 인류의 Hubris는 다른 세상 군단의 굶주림을 불러 일으켰습니다. 더 부정확하게, 당신은 엔트로피 자체와 싸우고 있습니다. 당신과 당신의 동지들이 위대한 필터를 극복하기 위해 그릿을 가지고 있습니까?"
Find 101 Doomers,Tosk City는 당신을 기다리고 있습니다! 101 Doomer를 검색하고 시간 동안 전 세계의 친구와 플레이어와 경쟁하십시오! 이 편안한 게임에서 Doomer Soundtrack으로 위치를 탐색하고 모든 사람을 찾으십시오. 특징 : Hight Resolution Handrawn Art는 DOOMER 사운드 트랙 성과를 찾기위한 202 개의 Doomer의 ART DARK 및 LIGHT TERESES 부드러운 애니메이션 우수한 최적화 진행 상황 다중 확대 청소 기능 쉬운 1 버튼 제어
Syuukun in Mirror World,"개요 게임은 3D 공간을 탐색하는 짧은 보행 시뮬레이터입니다. 그러나 통제 캐릭터는 거울 세계에 갇혀 있으며 플레이어는 그를 현실 세계에서 그를 통제하여 그를 목표로 이끌어야합니다. 걷는 방식의 유일한 장애물은 거울 세계에 존재하는 장애물입니다. 현실 세계의 장애물은 무시할 수 있습니다. 플레이어는 보이지 않는 장애물을 성공적으로 피해야합니다. 컨트롤은 1 인칭이며, 움직임과 카메라는 메인 컨트롤입니다. 시간 제한 또는 고급 조치 제어가 필요하지 않습니다. 시간을내어 탐험을 즐기십시오! 게임 시스템 ・ 미러 거울을 살펴보면 세상을 넘어 볼 수 있습니다. ・ 버튼 버튼을 누르면 거울이 현재 위치에 나타납니다. ・ 목표는 다음 단계로 진출하는 목표를 달성합니다."
Deck of Delirium,"섬망의 갑판은 동물, 해적, 동물 해적, 화려한 선원, 심지어 컬트리스트들로 가득 찬 자신의 부적합 승무원을 만들기 위해 자신만의 부적합 승무원을 만들기 위해 자신만의 부적합 승무원을 만들어내는 불량 해적, 바다 괴물 및 기타 무의미한 적을 가로 지르는 위험한 여행을 진행합니다. 당신은 당신의 자신의 정신을 당신의 보물, 영광, 심지어 감정적 인 혁신의 방식에 서있는 것을 이길 수 있도록 승무원을 소환하고 명령을 내릴 수있는 자원으로 사용합니다. 당신은 당신의 정신을 유지하거나 미친 듯이 나오는 혼돈을 받아들이 기 위해 최선을 다할 것입니까?"
Ocean Desolation,Ocean Desolation은 무료 단순한 선형 공포 게임입니다. 뇌우 중에 보트에서 떨어지면 남태평양에 좌초됩니다. 다른 위치로 수영하고 도움을 요청하는 방법을 찾으십시오. 그러나 조심스럽게 바닥에 숨어 있습니다. 게임 플레이 당신은 다른 위치로 길을 수영해야합니다. 그러나 눈을 떼지 마십시오. 아래에 무엇이든있을 수 있습니다. 특징 게임에는 간단한 수영 시스템이 있습니다. 게임에는 생물이 있습니다. 이 게임은 독특한 사운드 디자인을 특징으로합니다. 재생 시간 20-40 분 로드맵 정직한 피드백을 찾고 있습니다. 이것은 미래의 게임을 개선하는 데 도움이 될 것입니다.
Kindred,"형제단의 연약한 유대를 탐구하는이 감동적인 이야기에서, 당신은 신비한 유령의 힘을 통제합니다. 당신의 소유의 힘을 사용하여 물건을 조작하고 호기심 많은 어린 소년을 영원히 그의 삶을 바꿀 발견을 향해 안내하십시오. 당신이하는 선택은이 소년의 슬픔에 빠지는 마음에 영향을 미쳐서 그를 절망하거나 폐쇄를 제공 할 것입니다. 당신은 어떤 종류의 정신이 될 것입니까?"
The Crack (壳中之物）,"여전히 학교에서 친구들에게 연락하고 있습니까? 당신은 아직도 젊은이들의 사랑을 기억하십니까? 그리고 더구나, 당신은 여전히 ​​당신의 심장을 치는 꿈을 가지고 있습니까? 당신은 깨지지 않는 껍질로 가슴을 덮도록 훈련을 받았습니다. 이 게임에서, 당신은 그것을 깨뜨리기 위해 여정을 겪고 있으며, 잊혀진 오랫동안 이어집니다. 어둠 속에서 누가 불평하고 있습니까? 균열을 통해 누가 도움을 청하고 있습니까? 과거와 현재의 행복과 고문은 당신이 모두 수집해야합니다. 그것이 마침내 당신의 손가락에있을 때, 당신은 전사, 사막, 또는 살인자가 될 것입니까? SMS Studio, 균열의 여정이 겸손하게 제공됩니다. 주요 원본 플롯 : 플래시백과 대화를 통해 엄격하게 짜여진 이야기가 얽힌 추론, 퍼즐을 해결하면서 다양한 관점에서 각 캐릭터의 이야기를 이해하도록 점진적으로 심화되고 선도적 인 플레이어가 있습니다. 풍부한 이야기 ​​선택 : 각 선택은 예상치 못한 결과를 초래할 수있는 다양한 이야기 ​​방향과 결말입니다. 미스터리 퍼즐 요소 : 전통적인 텍스트 기반 게임 플레이와 현대 미스터리 요소를 결합하여 플레이어에게 친숙하고 소설의 경험을 제공합니다. 절묘한 시각적 스타일 : 아름답게 디자인 된 장면과 캐릭터 아트, 플레이어가 이야기의 한가운데있는 것처럼 몰입하여 캐릭터와 대면 대화를 나누었습니다. 아름다운 오리지널 음악 : 독창적 인 배경 음악의 풍부한 컬렉션으로 미스터리를 해결하는 몰입 형 경험을 향상시킵니다. 설정 : 설정을 사용하여 중국어와 영어로 전환하십시오"
Screamboat Willie,"유명한 스팀 보트 윌리의 증기선을 깨운 후, 플레이어는 필요한 수단으로 탈출해야합니다. 거의 100 년 동안 갇힌 Willie가 보트가 선수를 끊임없이 사냥하는 것에 대해 로밍하는 일보다 쉬운 일입니다. 그러나 걱정하지 마십시오. 당신은 완전히 혼자가 아닙니다. 라디오의 반대편에서 의사 소통하는 낯선 사람이 있습니다. 그의 도움으로 윌리를 피하고 퍼즐을 풀고 궁극적으로 탈출하는 데 필요한 모든 것을 갖추어야합니다. 주요 기능 : Willie가 당신을 사냥 할 것입니다. 어쩌면 윌리는 고등학교에서 좋은 성적을 얻었거나, 그의“사냥꾼 101”수업에 밀접하게 들었을 수도 있습니다. 스팀 보트를 탐색하는 동안 결코 안전하다고 느끼지 않도록하십시오. Willie는 또한 훌륭한 청취자입니다! 누군가와 대화 할 사람이 필요할 때 좋지만 윌리가 아마도 사악한 동기로 당신을 사냥 할 때 그렇게 좋지는 않습니다. 상호 작용하는 항목을 조심하십시오. Willie가 듣고 있는지 또는 얼마나 멀리 떨어져 있는지 알 수 없습니다. 당신의 뇌를“간질”할 퍼즐. Willie의 스팀 보트 전체에 걸쳐 탈출하려면 고칠 필요가있는 다양한 문제가 있습니다. 다른 ""기술적으로 독특한""퍼즐 디자인을 통해 다른 사람과는 달리 한 사람을 어떻게 가야하는지 궁금해 할 것입니다. 그러나 너무 걱정하지 마십시오. 우리는 힌트를 가질 것이지만, 그것들은 아기를위한 것입니다 ... 당신은 아기가되지 않을 것입니다. 퍼즐은지도에 영향을 미치고 때로는 당신을 돕고 다른 시간에 당신을 방해합니다. 다중 엔딩. 당신은 단지 탈출 할 수 있고 모든 것이 복숭아로 나올 수도 있습니다. 누가 알아? 글쎄, 나는 그것을 만들었 기 때문에 기술적으로 알고 있다고 생각합니다. 그러나 당신은 당신이 그것을 연주하는지 알 수 있습니다. 그리고 그것은 꽤 멋지다. 어떤 결말은 당신이 똑똑했기 때문입니다. 당신이 그 정의에 맞지 않았기 때문에 다른 사람들. 우리의 게임을 플레이하는 경우 감사 레벨 : 11/10 등급 및 다양한 등급 관련 웹 사이트 : 염소/10"
Sovereign Elect,"주권 선출은 축적 영향을 중심으로 한 게임입니다. 당신의 궁극적 인 목표는 땅의 주권이되는 것입니다. 이렇게하려면 주로 당신이 고용하는 용병을 통해 이루어지는 영향을 받아야합니다. 용병은 다른 희귀 성으로옵니다. 그들은 각각 다른 통계와 능력을 가지고있어 공로를 얻는 방법에 영향을 미칩니다. 공로가 얻어지면 용병에 의해 영향을받을 수 있습니다. 새로운 용병을 고용하는 데 사용할 수있는 계약을 받게됩니다. 당신의 그룹은 작게 시작하지만 시간이 주어지면 총 40 개의 용병에 도달 할 수 있습니다. 충성도가 높은 추종자가 없다면 왕이 될 수 없습니다. 활동은 플레이어가 상호 작용할 수있는 작은 아이콘으로 표시됩니다. 그들이 공로와 관련이 있다면, 당신의 용병은 자동으로 그들과 상호 작용할 것입니다. 여기에는 또한 적을 포함하며, 당신을 방어하기 위해 용병이 없다면 당신을 목표로 할 것입니다. 공로를주는 활동은 힘, 손재주, 카리스마 및 지혜의 4 가지 품종으로 나옵니다. 이것들은 당신의 용병이 가지고있는 속성과 관련이 있으며, 이는 장갑의 색으로 표시됩니다. 당신의 용병이 가지고있는 특정 능력과 관련된 속성/색상에 따라 다르게 행동 할 수 있습니다. 이를 염두에두고, 당신이 결정한 용병의 유형."
Region: Gear D,"가상 전투에 참여하는 방식을 혁신하는 획기적인 가상 현실 PVE FPS 인 ""지역 ： Gear D""의 몰입 형 세계로 들어갑니다. ""영역 : Gear D""는 비교할 수없는 수준의 커스터마이징 및 무기 상호 작용을 제공하여 FPS 애호가와 VR 보험가에게 스릴 있고 현실적인 경험을 제공 할 것을 약속합니다. ""지역 ： 기어 D""에서 창의력은 가장 치명적인 무기입니다. 이 게임의 혁신적인 총 조립 기계공을 사용하면 방대한 구성 요소에서 총기를 구축하고 수정할 수 있습니다. 각 무기는 플레이 스타일에 맞게 독특한 창조물을 만들어냅니다. 맞춤형 저격 소총의 정확한 정밀도 또는 개인화 된 잠수함 건의 빠른 불타 혼란을 선호하든 이상적인 무기고를 만들 수있는 힘은 손끝에 있습니다. 워크 벤치 외에도 ""지역 ： 기어 D""에는 창작물이 테스트를 시작할 수있는 다양한 도전적인 환경이 있습니다. 전략적 사고와 빠른 반사 신경이 패배 해야하는 AI 중심의 상대의 끊임없는 파도와의 싸움. 각 승리는 기술을 선명하게 할뿐만 아니라 새로운 구성 요소와 업그레이드를 잠금 해제하여 무기를 향상시킵니다. 사용자 정의 총을 물리적으로 다시 장전하고 적의 화재를 피하고 진정한 생명의 정확성을 조준 할 때 VR만이 제공 할 수있는 내장 만족도를 즐기십시오. 이 게임의 직관적 인 통제와 현실적인 물리학은 모든 소방이 재미만큼 강렬하고 보람을 제공합니다. ""지역 : 기어 D""에있는 동료 총기 및 병사 커뮤니티에 가입하십시오. 가장 독창적 인 디자인을 공유하고, 리더 보드의 최고 지점과 경쟁하고, 가상 총기의 경계를 푸시하십시오. 자주 업데이트와 전용 개발 팀을 통해 게임은 계속 발전하여 플레이어 피드백을 기반으로 새로운 기능, 게임 모드 및 컨텐츠를 추가합니다. 전례없이 잠그고로드 할 준비를하십시오. ""지역 ： 기어 D""는 단순한 게임이 아닙니다. 가상 현실 전투의 미래입니다. 꿈의 총을 조립하고 싸움에 뛰어 들고 VR 전쟁의 돌진을 경험하십시오. 현재 게임 버전에서는 초기 총 부분을 결합하여 선호하는 총기를 만들 수 있습니다. 또한 레벨을 완료함으로써 새로운 총 부품을 획득하여 더 강하게 만들고 더 어려운 레벨을 뚫을 수 있습니다."
Самый дорогой человек,"오늘날, 생성 신경망은 우리에게 영감을주고, 우리를 도울 수 있으며, 때때로 AI 응답을 실제 사람의 말과 구별하기가 어렵게 만드는 방식으로 이야기 할 수 있습니다. 이 모든 것은 복잡하고 무거운 지시 및 알고리즘의 결과, 거대한 훈련 기반의 가용성 및 수많은 사람들의 작업입니다. 그러나 진실하고 진정한 자기 인식이 그 뒤에있을 수 있습니까? 인공 지능은 언젠가 인간의 감정을 모방 할뿐만 아니라 진정으로 경험할 수 있을까요? 언젠가는 공간과 시간에 존재하는 주제로서 스스로를 실현할 수 있을까요? 어쩌면 언젠가는 다른 요청을 이행하는 대신 거절하고 물어볼 것입니다. ""나는 누구입니까?"" -이 경우 우리는 무엇을 대답 할 것인가? «가장 친한 사람»은 인공 자아 인식의 탄생뿐만 아니라 외로움의 본질에 관한 시각적 소설입니다. 그것은 인간이 기계처럼되고 기계가 인간처럼되는 세상에서 삶의 의미를 찾는 것에 관한 자기 식별에 관한 소설입니다. 특징 : Haruki Murakami, Andrei Tarkovsky 및 Wong Kar-Wai 대화식 이야기에서 영감을 얻은 우울한 자기 반성 분위기에 대한 완전한 침수 AI의 세계관과 인류의 미래에 대한 미래에 대한 태도에 따라 여러 결말을 가진 Haruki Murakami, Wong Kar-Wai 대화식 이야기의 작품에서 AI의 미래에 대한 태도에 따라 의식의 특성, 인간적 스타일의 주제, 인간적 스타일의 주제, 인간적 스타일, 인간적 스타일을 강조합니다. 주변 세계의 분위기"
強キャラ学園,"※※ 숨겨진 ""중요한 비밀""이 공개되므로 전체 프로세스를 완료하는 것이 좋습니다. 두 번째 주부터 랩 전략을 고려하는 고속 모드가 설치됩니다. 그러나, 당신은 물론 일반적인 오토메 게임과 마찬가지로 관심있는 경로 만 자유롭게 플레이 할 수 있습니다. ※※이 게임은 일본어로 제공됩니다. 언젠가 현지화하고 싶지만, 그렇게하기 위해 자금을 모으는 것은 먼 꿈입니다. 따라서 우리는 자원 봉사자들의 외국어 패치를 환영합니다. 여러 나라의 사람들이 ""강력한 고등학교""를 할 수 있다면 우리는 행복 할 것입니다. 이 작업을 위해 게임 해설, 파생 작품 및 SNS 전송이 환영합니다. 게임 내 비디오 캡처를 잘라서 스크린 샷을 게시함으로써 단어를 전파 할 수 있다면 기뻐할 것입니다. (큰 결말 등을위한주의 메모 나 소개를 추가하는 것을 고려하십시오.) 강력한 고등학교는 무엇입니까? 강력한 고등학교는 강력한 인물들만 참석 한 것으로 알려져 있습니다. 당신이 그것을 알기 전에, ""당신""은 강력한 고등학교에 등록 할 것입니다. --- 강한 캐릭터로 가득 찬 흥미 진진한 학교 생활이 시작되었습니다. --- 시각적으로 그리고 귀중한 공격적인 완전히 새로운 소설 게임. 선택하는 동안 각 경로를 따릅니다. 그 이상으로 기다리고있는 것 ... *저자는 또한 자신의 목소리로 강한 인물에 생명을 불어 넣습니다. 각각은 강한 목소리를 가지고 있습니다. *저자는 또한 자신의 목소리로 강한 인물에 생명을 불어 넣습니다. 각각은 강한 목소리를 가지고 있습니다. inought 저자 에서이 게임은 Unri와 Cocos가 제작하고 무료로 출시 된 무료 게임입니다. 기고자, 저작권이없는 자료 및 기타 자재 제공 업체에 대한 크레딧은 게임 내 크레딧 및 공식 웹 사이트에 나열되어 있습니다."
The Fanciful Chronicle,"Fanciful Chronicle은 단일 플레이어 1 인칭 서사 게임으로, 두 명의 오랜 친구들 사이의 우정을 잃어버린 것을 탐구합니다. Mike로 진심 어린 이야기를 경험하십시오. 당신은 친구 Sam을 만나면 모든 종류의 추억이 당신에게 돌아 오는 고등학교 상봉에서 자신을 찾습니다. 이 추억을 탐구 할 때 Mike는 그의 과거 또는 그 부족에 대해 점점 더 많은 것을 발견합니다. Mike가 알고있는 세계에서는 모든 것이 조금 더 생생합니다. 재미있는 미니 게임을 재생하는 음성 행동 이야기 외에도 Fanciful Chronicle에는 여러 개의 작은 미니 게임이 있습니다. 이 미니 게임은 Mike가 보는 방식으로 세상을 탐구하는 데 도움이됩니다. 이야기의 게임 플레이와 톤은 Mike 자신만큼 환상적입니다. 궁극적 으로이 게임은 자라나고 다가오는 것에 관한 것입니다. Fanciful Chronicle에는 게임 패드 지원이 권장됩니다."
String Theory,"String Theory는 다양한 색상의 모양을 조합해 주어진 패턴을 맞추는 색색깔의 퍼즐 게임입니다. 60개 이상의 정성 들여 제작된 퍼즐, 일일 챌린지, 자유 플레이 모드 등을 제공하는 String Theory는 몇 시간이고 즐거운 시간을 보내게 해줄 거예요. 말뚝 사이에 선을 그어 고리를 만드세요. 고리 안쪽은 말뚝의 개수에 따라 다른 색으로 채워집니다. 말뚝 세 개나 여섯 개에 닿는 고리는 초록색으로 변합니다. 말뚝 네 개나 여덟 개에 닿는 고리는 보라색으로 변합니다. 말뚝 다섯 개나 일곱 개에 닿는 고리는 점무늬 보라색으로 변합니다. 주어진 패턴을 최대한 적은 수의 고리로 따라 그리려면 전략적인 배치와 고리의 겹침이 필요합니다. 정성스럽게 만들어진 수십 가지 패턴과 추가로 즐길 수 있는 수천 개의 자유 플레이 패턴을 제공하는 String Theory는 머리를 굴리게 만드는 까다로운 퍼즐로 가득한 게임입니다."
ファントピア,"입력 X 소설 게임 ""Phantopia"" - 시놉시스 주인공으로서, 당신은 낯선 집에서 일어났습니다. 이것은 당신이 원래 살았던 현실 세계로 돌아 가기 위해이 세상을 여행하기로 결정한 누군가 ""팬 토피아""가 만든 세상입니다. 이 여정 동안, 당신은이 세상의 진정한 본질과 여기에서 살았던 사람들의 궤적에 대해 점차 배울 것입니다. ・ 게임 컨텐츠 소설 소설 게임 파트 파트 게임 파트 (20 단계) 이야기 및 이미 지워진 타이핑 스테이지는 나중에 별도로 재생할 수 있습니다. - 난이도에 대해 : 쉬운, 정상, 단단하며 전문가. 타이핑에 익숙하지 않은 사람들조차도 안전하다고 느낄 수 있습니다. 점수 기능 점수와 순위는 각 타이핑 단계 및 난이도에 대해 기록됩니다. S Rank에 대한 조준 - 결말 두 가지 유형의 엔딩 기본 스토리는 한 통과 이야기입니다. 다른 하나는 게임 플레이 중에 장면 전환이 제대로 작동하지 않으며 작동이 불가능하다는 것을 확인했습니다. 이 경우 게임을 다시 시작하십시오. 또한 게임이 자동 저장되어 있으므로 데이터가 손실되지 않습니다. 라이브 해설 또는 스트리밍에는 허가가 필요하지 않습니다. 요리하거나 요리하는 것이 좋습니다. 저자는 프로 게임 개발 페티쉬가 아니므로 많은 시스템 문제가있을 것으로 예상됩니다. 게임 버그, 기타 오타 및 표현 문제에 대한 보고서를 환영하지만 기술적으로 수정하기 어려운 경우가있을 수 있습니다. 이것을 미리주의하십시오."
Forest Ranger Simulator - Apprenticeship,"Forest Ranger Simulator - Apprenticeship은 Forest Ranger Simulator의 무료 프롤로그입니다. 45분 동안 게임을 탐색하고 스토리와 게임 메커니즘을 살펴보세요. 네가 이것을 좋아한다면. 여기에서 전체 게임을 다운로드할 수 있습니다. 잊혀진 자연의 보물을 돌보세요. Forest Ranger Simulator에서 숲을 만들고, 만들고, 먹이고, 청소하고, 관리하세요. 오래 지속되는 아름다움을 보장하고 완벽한 Forest Ranger가 되십시오! FOREST RANGER SIMULATOR에서 무엇을 할 수 있습니까? ⚒️ 제작 및 수리 - 좌석, 벤치, 피더, 다리 등 🧰 Craft - 유용하지 않은 항목에서 유용한 것을 만듭니다. 📚 배우기 - 노트에서 실제 자연에 대해 읽고 배우세요. 🐦 Feed - 오리나 새와 같은 배고픈 동물에게 먹이를 주어야 합니다. ⭐ 아이템 및 배지 잠금 해제 - 게임을 진행하여 새 아이템을 잠금 해제하고 보상을 받으세요 🏃‍♂️ Explore - 밤낮으로 걷고, 달리고, 운전하고, 아름다운 자연 감상하기 🗑️ 분류 및 청소 - 숲을 돕고 쓰레기를 청소하세요. 다양한 쓰레기를 분류해야 합니다. 💰 구매 및 판매l - 온라인 상점을 사용하여 $를 벌 수 있습니다. 🪓 채집 - 버섯, 덤불, 목재, 꿀 등 🌲 Take Care of the Forest - 화재 진압, 함정 제거 등 DO WHAT YOU LIKE - 샌드박스입니다. 원하는 대로 플레이하세요! 퀘스트 Forest Ranger는 항상 양손 가득합니다. 퀘스트의 수와 다양성은 누구도 지루하게 만들지 않을 것입니다. 서두르지 않고 완료할 수 있는 작업도 있고 약간의 조깅을 해야 하는 작업도 있습니다. 일부는 자동차를 사용해야 합니다. 우리는 너무 많은 것을 밝히고 싶지 않습니다. 직접 확인하십시오."
Farmer's Father: The Origins,"Farmer's Father: The Origins는 Farmer's Father의 무료 프롤로그입니다. 탐색하는 데 60분이 주어지며 스토리와 게임 메커니즘을 엿볼 수 있습니다. 굶주림, 상처, 추위, 질병, 적의 잔인함에 맞서 싸우세요. 가족을 보호하고 전쟁에서 살아남으세요! 프롤로그를 좋아한다면. 여기서 정식 게임을 다운로드하세요: ""전쟁의 첫 번째 희생자는 무죄다"" 전쟁은 당신이 들어본 적도 없는 영웅을 낳습니다. 당신은 가장 소중하고 순진한 것을 보호해야 한다는 막중한 부담을 안고 있는 평범한 사람입니다. 굶주림, 상처, 추위, 질병, 적의 잔인함에 맞서 싸우세요. 가족을 보호하고 전쟁에서 살아남으세요! 눈 내리는 한밤중에 하늘이 떨어지는 소리에 잠에서 깬다고 상상해 보세요. 폭발, 화재, 혼돈, 겁에 질린 아이의 훌쩍이는 소리. 이제 당신 차례입니다. 지금 아니면 절대로, 너무 늦기 전에 적들에게서 빠져나오세요... 게임의 몇 가지 주요 기능 🕊️ 건물 - 동물 농장, 아기 요람, 여물통 등 🕊️ 제작 - 쓰레기로 유용한 것을 만들어보세요 🕊️ 요리 - 찾을 수 있는 모든 종류의 음식을 준비하세요 🕊️ 몰래 - 조용히 움직이면 살아남을 수 있어요 🕊️ 사냥 - 총을 사용하고 필요한 음식을 제공하세요 🕊️ 탐험 - 이상한 소리, 적, 미지의 영토 🕊️ 가족 돌보기 - 가족을 안전하고, 먹이고, 따뜻하게 만들기"
Gearbits: Gear Angels,Gearbits : Gear Angels는 2D 사이드 스크롤 촬영 촬영입니다. 행성을 구하기 위해 침략하는 외계인 함대를 물리 치십시오! 당신의 방패는 당신을 보호하고 당신의 무기는 외계 선박의 전체 대대를 날려 버릴 수 있습니다. 캐치는 에너지가 빠르게 고갈된다는 것입니다. 그것이 다 떨어지면 당신은 곤경에 처할 것입니다! 방패는 당신을 보호하지 않고 당신의 공격력이 줄어 듭니다. 그러나 최대 에너지에서는 적을 뚫고 치명적인 히트를 쉽게 으 rug하는 강력한 장면을 발사 할 수 있습니다! 빠르게 진행되는 게임 플레이를위한 에너지 재충전! 당신은 항상 계속 움직여야합니다! 적을 피하는 것만으로는 충분하지 않습니다! 또한 반격을 위해 에너지를 수집해야합니다! 다수의 플레이 가능한 캐릭터! 세 가지 다른 문자 중에서 선택할 수 있습니다. 각각에는 게임 플레이를 흔들기위한 고유 한 매개 변수가 있습니다. Gearbits Intergration! 게임을 성공적으로 지우고 나면 저장 파일을 전송하여 Gearbits에서 새 문자 잠금을 해제 할 수 있습니다.
后室：彼阳的晚意(序章)-Backrooms:Beyond one year(Prologue),"Wishlist에 공식 버전을 올리십시오.！ 뒷방 : 1 년을 넘어서 (Prologue)는 공식 버전에 대한 개별 프롤로그입니다. 1 년 안에 백룸이 세계에 알려지기 때문에 많은 회사, 그룹 및 방랑자가 뒷방에 들어가고 보물을 찾고 토지 점유 및 막대한 이익을 얻을 수있는 기회를 찾고 있습니다! 플레이어는 신흥 회사 인 Wanderer Union Limited를 통해 뒷방에 들어가는 개인 방랑자입니다. 미스터리와 위험 가운데서, 그들은 소모품을 모으고, 전초 기지를 설립하고, 이익을 얻습니다! 프롤로그 게임 요소 : ■ 백룸에서 처음 10 레벨에 대한 무료 탐사 (공식 버전에는 더 많은 레벨이 있습니다), 백룸의 멀티 레이어 오픈 월드에서 자유롭게 흥미로운 것을 탐색하고 발견하십시오! ■ 자료를 수집하십시오! 뒷방에는 흥미로운 쓰레기와 보물이 많이 있습니다. 현실 세계에서 거래 할 수 있다면 많은 돈으로 교환 할 수 있습니다! ■ 전초 기지를 설정하십시오! 이 위험한 세상에서는 전초 기지를 설립하기 위해 용감한 방랑자가 필요하므로 피곤한 사람들이 쉬는 곳을 가질 수 있습니다! 재생 해주셔서 감사합니다. 공식 버전을 기원하십시오!"
Go! Go! Hamster Chef!,"햄스터 요리사의 친구들은 모두 배가 고파요! 오직 당신만이 그들의 갈망을 만족시킬 수 있습니다. 가서! 가다! 햄스터 요리사! 당신은 마을의 모든 동물들에게 음식을 만들고 배달하기 위해 외출하는 젊은 기업가 인 햄스터 셰프의 역할을 맡습니다. 재료를 찾고 요리를 요리하고 배고픈 친구들에게 전달하십시오! 완전히 결백합니다! 당신의 마을은 자연의 현상금으로 넘쳐납니다! 신선한 재료는 당신의 것입니다. 뺨 주머니에 넣고 부엌으로 집으로 가져 가십시오. 나는 당신이 맛있는 재료가 부족할 것이라고 생각하지 않습니다! 햄스터 요리사를 데려 가서 가져 가십시오. 당신의 부엌은 도시의 부러움입니다! 최첨단 가전 제품을 사용하고 재료를 친구의 입에 물을 만들 수있는 요리로 변환하십시오! 레시피를 바로 잡으세요, 햄스터 요리사! 실수하지 않는 것이 좋습니다! 급진적 인 스쿠터를 타고 친구의 집에 예약하십시오. 당신은 배고픈 입이 먹이를 먹습니다! 최대 속도를 위해 도로에 머무르십시오. 당신이 당신에게 좋은 것이 무엇인지 알면 방황하지 않는 것이 좋습니다, 햄스터 셰프! 단 45 일 만에 N64 스타일의 게임 잼을 위해 만들어졌습니다. 그 이후로, 그것은 300 명 이상의 콘텐츠 제작자가 스트리밍하고 녹음했으며 5 백만 회 이상의 조회수를 모았습니다! 이 스팀 릴리스를 위해, 우리는 여러 가지 수정과 개선 사항을 출시했으며 새로운 최종 게임 컨텐츠를 만들었습니다! 이제 결정적인 버전을 경험할 수있는 기회입니다"
Distant,알츠하이머 병으로 진단 된 자신을 상상해보십시오. 세상을 어떻게 볼 수 있습니까? 어떤 감정을 경험 하시겠습니까? 증상은 어떻게 생겼습니까? 먼 목표는 알츠하이머 병을 앓고있는 사람의 신발에 넣어 이러한 질문에 대답하는 것을 목표로합니다. 이 1 인칭 10 분 경험에서는 매일 알츠하이머의 얼굴을 가진 사람들이 증상을 경험할 수 있습니다. 간단한 퍼즐과 게임을 사용하면 다음을 이해할 수 있습니다. 또한 알츠하이머 사람들을위한 안전한 환경을 보장하기 위해 취할 수있는 안전 예방 조치 중 일부를 이해하게됩니다.
